2018-11-13 00:00:00.007     0.000 6        192.0.2.186:443    ->      192.0.2.7:50220  ......   0        2      117        0        0     58     1
2018-11-13 00:00:00.029     0.320 6        192.0.2.126:55415  ->      192.0.2.26:5140  ......   0        4     3138       12    78450    784     1
2018-11-13 00:00:00.029     0.448 6        192.0.2.197:993    ->      192.0.2.18:56942 ......   0       11     1685       24    30089    153     1
2018-11-13 00:00:00.029     9.024 6         192.0.2.83:62122  ->      192.0.2.82:18457 ......   0        3      156        0      138     52     1
2018-11-13 00:00:00.030     0.128 6        192.0.2.240:11105  ->      192.0.2.38:43199 ......   0        2      168       15    10500     84     1
