1542095993.756999	CJ5v1C4k7aYxGIqVe2	192.0.2.10	44148	192.0.2.247	20128	tcp	-	-	-	-	S0	F	T	0	S	1	40	0	0	(empty)	worker-4-1	US	US
1542095993.766248	CMFxyc3oa9qzV0P8Je	192.0.2.27	31458	192.0.2.67	199	tcp	-	-	-	-	S0	F	T	0	S	1	44	0	0	(empty)	worker-4-1	US	US
1542095993.766739	CslQAF8lYtdz6UIzb	192.0.2.27	31458	192.0.2.70	554	tcp	-	-	-	-	S0	F	T	0	S	1	44	0	0	(empty)	worker-4-1	US	US
1542095993.769726	CEvs5o4XX361jjczVl	192.0.2.220	43180	192.0.2.255	23	tcp	-	-	-	-	S0	F	T	0	S	1	40	0	0	(empty)	worker-4-1	US	US
1542095993.773877	C2McX695kczyZ520vc	192.0.2.11	56428	192.0.2.141	44974	tcp	-	-	-	-	S0	F	T	0	S	1	40	0	0	(empty)	worker-4-1	US	US
